"animal_id","animal_type","breed","color","age_in_years","sex_upon_outcome","outcome_subtype","adoption_date","next_intake_date","return_type","churn_180_days_flag"
"A538370","Cat","Domestic Shorthair Mix","Blue","7.00","Spayed Female",NULL,"2016-04-22 16:03:00",NULL,NULL,0
"A542708","Cat","Domestic Shorthair Mix","Orange Tabby","6.00","Neutered Male","Foster","2015-12-02 19:57:00",NULL,NULL,0
"A543040","Cat","Domestic Longhair Mix","Brown Tabby/White","8.00","Neutered Male",NULL,"2017-06-21 16:01:00","2017-06-23 16:07:00","Owner Surrender",1
"A543040","Cat","Domestic Longhair Mix","Brown Tabby/White","8.00","Neutered Male",NULL,"2017-07-01 18:39:00",NULL,NULL,0
"A543073","Dog","Chihuahua Shorthair","Brown","9.00","Spayed Female",NULL,"2015-05-09 13:47:00","2015-05-11 16:53:00","Owner Surrender",1
"A543232","Dog","Beagle/Labrador Retriever","Tan/White","8.00","Spayed Female","Foster","2017-11-24 18:12:00",NULL,NULL,0
"A543374","Dog","Labrador Retriever Mix","Black/White","7.00","Spayed Female",NULL,"2016-07-18 15:29:00",NULL,NULL,0
"A544464","Dog","Chihuahua Shorthair Mix","Tan/White","8.00","Spayed Female",NULL,"2016-05-16 18:18:00","2016-05-30 07:11:00","Stray",1
"A544559","Cat","Domestic Longhair Mix","Black/White","8.00","Spayed Female",NULL,"2014-04-13 18:01:00",NULL,NULL,0
"A544595","Dog","Australian Cattle Dog Mix","White/Tan","10.00","Spayed Female",NULL,"2018-03-31 17:12:00",NULL,NULL,0
"A544775","Dog","Pit Bull Mix","Blue/White","11.00","Spayed Female",NULL,"2016-07-12 14:52:00",NULL,NULL,0
"A544831","Dog","Border Collie Mix","Black/White","6.00","Spayed Female",NULL,"2015-05-25 15:29:00",NULL,NULL,0
"A545301","Cat","Maine Coon","Torbie","8.00","Spayed Female",NULL,"2015-08-23 18:41:00",NULL,NULL,0
"A545644","Dog","Miniature Pinscher","Chocolate/Tan","10.00","Neutered Male",NULL,"2017-12-17 16:11:00",NULL,NULL,0
"A545772","Dog","Plott Hound/Mastiff","Brown Brindle","7.00","Neutered Male","Foster","2014-12-15 17:53:00",NULL,NULL,0
"A546081","Dog","Miniature Poodle","White","5.00","Neutered Male",NULL,"2014-02-23 15:05:00",NULL,NULL,0
"A546346","Cat","Domestic Shorthair Mix","Brown Tabby/White","6.00","Spayed Female",NULL,"2016-02-12 16:08:00",NULL,NULL,0
"A546730","Dog","Boxer Mix","Red/White","9.00","Spayed Female","Foster","2017-02-11 14:33:00",NULL,NULL,0
"A547015","Dog","Pekingese","Gold","6.00","Neutered Male",NULL,"2014-10-08 18:57:00","2015-01-29 12:28:00","Owner Surrender",1
"A547088","Dog","Labrador Retriever/Siberian Husky","Brown","6.00","Neutered Male",NULL,"2015-06-21 12:49:00",NULL,NULL,0
"A548911","Dog","Chihuahua Shorthair Mix","Red","8.00","Neutered Male",NULL,"2015-08-15 18:48:00",NULL,NULL,0
"A548990","Dog","Border Collie Mix","Cream/White","4.00","Spayed Female",NULL,"2014-01-04 10:05:00",NULL,NULL,0
"A549056","Cat","Domestic Shorthair Mix","Brown Tabby","10.00","Spayed Female",NULL,"2015-10-29 17:51:00",NULL,NULL,0
"A549167","Dog","Great Pyrenees/Border Collie","White/Black","5.00","Spayed Female",NULL,"2013-10-27 16:58:00","2014-08-29 14:26:00","Stray",0
"A549167","Dog","Great Pyrenees/Border Collie","White/Black","6.00","Spayed Female",NULL,"2014-10-26 16:08:00",NULL,NULL,0
"A549282","Dog","Pit Bull","Brown Brindle/White","6.00","Neutered Male",NULL,"2015-11-14 15:46:00","2015-12-18 12:53:00","Owner Surrender",1
"A549282","Dog","Pit Bull","Brown Brindle/White","7.00","Neutered Male",NULL,"2016-05-30 15:19:00","2016-06-01 12:31:00","Owner Surrender",1
"A549282","Dog","Pit Bull","Brown Brindle/White","8.00","Neutered Male","Foster","2016-12-30 11:16:00",NULL,NULL,0
"A549562","Dog","German Shepherd Mix","Brown/Black","10.00","Neutered Male","Foster","2017-10-24 00:00:00",NULL,NULL,0
"A549834","Dog","Chihuahua Shorthair Mix","White/Brown","5.00","Neutered Male",NULL,"2015-01-06 18:13:00",NULL,NULL,0
"A549989","Cat","Domestic Shorthair Mix","Black/White","4.00","Neutered Male",NULL,"2013-10-12 18:58:00",NULL,NULL,0
"A550870","Dog","Vizsla/Beagle","Brown","7.00","Spayed Female",NULL,"2014-05-05 18:31:00",NULL,NULL,0
"A551111","Dog","Australian Cattle Dog Mix","Brown Brindle/Tan","8.00","Spayed Female",NULL,"2016-07-05 18:03:00",NULL,NULL,0
"A551384","Dog","Basenji Mix","Red/White","8.00","Neutered Male","Foster","2017-09-10 16:09:00",NULL,NULL,0
"A551845","Cat","Domestic Longhair Mix","Black/White","9.00","Neutered Male",NULL,"2018-01-29 18:44:00",NULL,NULL,0
"A552088","Dog","Labrador Retriever Mix","Brown","6.00","Spayed Female",NULL,"2015-04-03 18:28:00","2015-09-13 13:20:00","Stray",1
"A552088","Dog","Labrador Retriever Mix","Brown","7.00","Spayed Female","Foster","2016-05-12 08:06:00",NULL,NULL,0
"A552427","Dog","American Bulldog Mix","White/Brown","5.00","Neutered Male",NULL,"2013-11-24 12:15:00",NULL,NULL,0
"A552447","Cat","Domestic Longhair Mix","Blue/White","6.00","Neutered Male",NULL,"2015-11-15 17:08:00",NULL,NULL,0
"A552796","Dog","Pit Bull Mix","Black/White","8.00","Neutered Male",NULL,"2015-12-06 16:28:00",NULL,NULL,0
"A552798","Dog","Pbgv","Brown/Black","7.00","Neutered Male",NULL,"2015-06-29 12:17:00",NULL,NULL,0
"A552877","Cat","Domestic Shorthair Mix","Calico","8.00","Spayed Female",NULL,"2016-02-21 14:00:00",NULL,NULL,0
"A553905","Cat","Domestic Shorthair Mix","Tortie","7.00","Spayed Female",NULL,"2016-11-30 14:54:00",NULL,NULL,0
"A554122","Dog","Chihuahua Longhair Mix","Black/White","14.00","Intact Female",NULL,"2018-03-19 11:06:00",NULL,NULL,0
"A554386","Cat","Domestic Shorthair Mix","Tortie","10.00","Spayed Female",NULL,"2015-08-28 15:54:00",NULL,NULL,0
"A554827","Dog","Australian Cattle Dog Mix","Black/White","8.00","Neutered Male","Foster","2016-07-05 13:50:00",NULL,NULL,0
"A554865","Dog","Chihuahua Shorthair","White","6.00","Neutered Male",NULL,"2014-12-31 13:25:00","2015-01-11 15:33:00","Owner Surrender",1
"A555012","Dog","Pit Bull Mix","Red","9.00","Neutered Male",NULL,"2014-10-13 13:21:00",NULL,NULL,0
"A555446","Dog","Rat Terrier Mix","Brown/White","5.00","Neutered Male",NULL,"2014-07-15 19:00:00",NULL,NULL,0
"A555643","Cat","Domestic Shorthair Mix","Orange Tabby","5.00","Spayed Female",NULL,"2014-09-01 13:35:00",NULL,NULL,0
"A556804","Cat","Domestic Shorthair Mix","Black/White","11.00","Spayed Female",NULL,"2013-11-16 16:38:00","2013-11-30 12:19:00","Owner Surrender",1
"A556804","Cat","Domestic Shorthair Mix","Black/White","11.00","Spayed Female",NULL,"2014-01-05 16:10:00",NULL,NULL,0
"A557843","Cat","Domestic Shorthair Mix","Blue/White","7.00","Neutered Male","Foster","2016-10-20 12:51:00",NULL,NULL,0
"A558033","Dog","Labrador Retriever/American Pit Bull Terrier","Red/White","8.00","Neutered Male",NULL,"2014-06-22 18:48:00","2014-10-25 12:10:00","Stray",1
"A558182","Cat","Domestic Longhair Mix","Black","7.00","Neutered Male",NULL,"2017-02-11 16:43:00",NULL,NULL,0
"A559625","Dog","Labrador Retriever Mix","Black/White","7.00","Neutered Male",NULL,"2017-07-13 18:43:00",NULL,NULL,0
"A559692","Dog","Rottweiler","Black/Tan","8.00","Neutered Male",NULL,"2014-02-23 12:38:00",NULL,NULL,0
"A559953","Dog","Labrador Retriever Mix","Black","12.00","Spayed Female","Foster","2017-09-05 13:59:00",NULL,NULL,0
"A559954","Dog","Labrador Retriever Mix","Black","8.00","Spayed Female","Foster","2017-09-05 13:59:00",NULL,NULL,0
"A560060","Cat","Domestic Shorthair Mix","Brown Tabby","4.00","Neutered Male",NULL,"2014-02-21 15:58:00",NULL,NULL,0
"A560146","Cat","Domestic Shorthair Mix","Blue Tabby/White","7.00","Neutered Male",NULL,"2017-08-19 17:06:00",NULL,NULL,0
"A561853","Dog","Pit Bull Mix","White/Brown Brindle","9.00","Neutered Male","Foster","2017-08-30 12:02:00",NULL,NULL,0
"A562114","Dog","Australian Cattle Dog Mix","Tan","7.00","Spayed Female",NULL,"2015-11-28 13:43:00",NULL,NULL,0
"A562161","Dog","Border Collie","Black/White","9.00","Neutered Male",NULL,"2016-02-09 16:04:00",NULL,NULL,0
"A563004","Dog","Miniature Poodle","Black/Tan","5.00","Spayed Female",NULL,"2014-01-04 18:32:00","2017-12-14 14:00:00","Owner Surrender",0
"A563004","Dog","Miniature Poodle","Black/Tan","9.00","Spayed Female",NULL,"2017-12-15 17:31:00",NULL,NULL,0
"A563065","Dog","Parson Russell Terrier/Chihuahua Shorthair","White/Buff","7.00","Spayed Female",NULL,"2017-08-12 13:05:00","2018-03-25 11:35:00","Stray",0
"A563384","Dog","Border Collie/Bernese Mountain Dog","Tricolor","8.00","Spayed Female",NULL,"2018-02-26 11:24:00","2018-02-26 16:37:00","Owner Surrender",1
"A563450","Dog","Basset Hound","Tricolor","11.00","Neutered Male",NULL,"2013-10-13 13:05:00",NULL,NULL,0
"A563492","Dog","Chihuahua Shorthair Mix","Tan","5.00","Neutered Male","Foster","2015-03-10 08:26:00",NULL,NULL,0
"A564409","Dog","Labrador Retriever","Chocolate","5.00","Spayed Female",NULL,"2014-06-30 17:35:00",NULL,NULL,0
"A564660","Dog","Australian Shepherd Mix","Brown/Tan","6.00","Spayed Female",NULL,"2014-02-01 13:49:00",NULL,NULL,0
"A565044","Dog","Boxer Mix","Brown Brindle","6.00","Spayed Female",NULL,"2015-07-23 14:30:00",NULL,NULL,0
"A565123","Dog","Australian Kelpie/German Shepherd","Red/Black","4.00","Neutered Male","Foster","2014-12-16 09:03:00",NULL,NULL,0
"A565536","Cat","Domestic Longhair Mix","Brown Tabby","7.00","Spayed Female",NULL,"2017-06-02 16:00:00","2017-11-09 16:44:00","Owner Surrender",1
"A565536","Cat","Domestic Longhair Mix","Brown Tabby","8.00","Spayed Female",NULL,"2017-12-21 18:39:00",NULL,NULL,0
"A566493","Dog","Labrador Retriever/Mastiff","Cream/Yellow","8.00","Neutered Male","Foster","2017-06-16 10:46:00",NULL,NULL,0
"A567214","Dog","Labrador Retriever Mix","Black","5.00","Spayed Female",NULL,"2015-04-25 15:07:00",NULL,NULL,0
"A567704","Dog","German Shepherd Mix","Brown/White","4.00","Neutered Male",NULL,"2013-12-21 15:38:00",NULL,NULL,0
"A567903","Dog","Pit Bull Mix","Brown/White","7.00","Spayed Female",NULL,"2016-12-10 17:02:00","2016-12-14 17:10:00","Owner Surrender",1
"A567903","Dog","Pit Bull Mix","Brown/White","8.00","Spayed Female","Foster","2017-03-17 14:24:00",NULL,NULL,0
"A568084","Dog","Chihuahua Shorthair Mix","Tricolor","4.00","Spayed Female",NULL,"2014-10-06 11:02:00",NULL,NULL,0
"A568121","Dog","Chihuahua Shorthair Mix","Black/Tan","4.00","Spayed Female","Foster","2014-01-31 13:39:00",NULL,NULL,0
"A568253","Dog","Pit Bull Mix","Black/White","6.00","Spayed Female","Foster","2014-07-01 15:29:00",NULL,NULL,0
"A568282","Dog","Bruss Griffon Mix","Gray/Black","9.00","Neutered Male","Offsite","2017-06-24 15:02:00",NULL,NULL,0
"A568438","Cat","Domestic Shorthair Mix","Calico","4.00","Spayed Female",NULL,"2014-03-15 17:33:00",NULL,NULL,0
"A568525","Cat","Domestic Shorthair Mix","Black/White","7.00","Spayed Female",NULL,"2017-09-02 13:37:00","2017-09-02 16:21:00","Owner Surrender",1
"A568525","Cat","Domestic Shorthair Mix","Black/White","7.00","Spayed Female",NULL,"2017-09-26 06:47:00",NULL,NULL,0
"A568618","Cat","Domestic Shorthair Mix","Orange Tabby","6.00","Neutered Male",NULL,"2016-09-28 18:19:00",NULL,NULL,0
"A568915","Dog","Dogo Argentino Mix","White/Brown Brindle","5.00","Neutered Male",NULL,"2014-04-27 14:42:00",NULL,NULL,0
"A569136","Dog","Dachshund","Black/Tan","9.00","Neutered Male",NULL,"2014-10-25 13:13:00",NULL,NULL,0
"A569888","Dog","Alaskan Husky Mix","Gray/White","6.00","Neutered Male","Foster","2014-06-14 14:50:00",NULL,NULL,0
"A570181","Dog","Cocker Spaniel Mix","Tan/White","4.00","Spayed Female",NULL,"2014-02-21 14:44:00","2014-05-06 12:00:00","Owner Surrender",1
"A570181","Dog","Cocker Spaniel Mix","Tan/White","5.00","Spayed Female",NULL,"2014-08-03 17:58:00","2017-04-06 17:00:00","Stray",0
"A570181","Dog","Cocker Spaniel Mix","Tan/White","8.00","Spayed Female","Foster","2017-04-30 17:41:00",NULL,NULL,0
"A570182","Dog","Beagle/Pug","Tan/Black","4.00","Spayed Female",NULL,"2014-02-21 14:48:00","2014-05-06 12:00:00","Owner Surrender",1
"A570182","Dog","Beagle/Pug","Tan/Black","5.00","Spayed Female",NULL,"2014-08-28 19:02:00",NULL,NULL,0
"A570239","Dog","Pit Bull","White/Tan","6.00","Neutered Male",NULL,"2015-05-30 14:45:00",NULL,NULL,0
"A570436","Dog","Chihuahua Shorthair Mix","Buff","15.00","Neutered Male",NULL,"2017-01-13 18:48:00",NULL,NULL,0
"A571194","Dog","Norfolk Terrier Mix","Black","9.00","Spayed Female",NULL,"2017-12-24 14:00:00",NULL,NULL,0
"A571326","Dog","Staffordshire Mix","Brown/White","7.00","Neutered Male",NULL,"2015-11-15 13:07:00","2016-01-09 13:58:00","Public Assist",1
"A571326","Dog","Staffordshire Mix","Brown/White","8.00","Neutered Male","Foster","2016-12-30 10:08:00",NULL,NULL,0
"A571610","Dog","Labrador Retriever Mix","Chocolate","7.00","Neutered Male",NULL,"2016-08-08 00:00:00",NULL,NULL,0
"A571995","Cat","Domestic Shorthair Mix","Torbie","7.00","Spayed Female",NULL,"2017-12-20 13:11:00",NULL,NULL,0
"A572166","Cat","Maine Coon Mix","Torbie","11.00","Spayed Female","Foster","2014-04-13 12:10:00",NULL,NULL,0
"A572538","Dog","Pit Bull Mix","White","5.00","Neutered Male",NULL,"2015-01-28 17:33:00",NULL,NULL,0
"A573060","Dog","Labrador Retriever/Pug","Red/White","7.00","Spayed Female",NULL,"2015-11-23 11:32:00",NULL,NULL,0
"A573350","Cat","Domestic Shorthair Mix","Brown Tabby","4.00","Neutered Male",NULL,"2014-12-31 15:49:00",NULL,NULL,0
"A573717","Dog","Labrador Retriever/Border Collie","Black/White","7.00","Spayed Female","Foster","2016-12-30 09:29:00",NULL,NULL,0
"A573863","Dog","Yorkshire Terrier/Miniature Poodle","Black","4.00","Spayed Female",NULL,"2014-06-17 12:12:00",NULL,NULL,0
"A574020","Dog","Smooth Fox Terrier Mix","Tricolor","8.00","Neutered Male",NULL,"2013-10-26 17:27:00",NULL,NULL,0
"A574026","Cat","Domestic Shorthair Mix","White/Orange Tabby","6.00","Neutered Male","Foster","2017-01-07 12:43:00",NULL,NULL,0
"A574029","Cat","Domestic Shorthair Mix","Calico","8.00","Spayed Female","Foster","2016-08-24 12:21:00",NULL,NULL,0
"A574282","Cat","Snowshoe Mix","Lynx Point","4.00","Neutered Male","Foster","2013-12-22 17:01:00",NULL,NULL,0
"A575214","Dog","Blue Lacy Mix","Blue/White","7.00","Spayed Female",NULL,"2015-08-17 19:02:00",NULL,NULL,0
"A575322","Cat","Domestic Shorthair Mix","Calico","4.00","Spayed Female",NULL,"2014-07-27 18:48:00",NULL,NULL,0
"A575839","Cat","Domestic Shorthair Mix","Tortie","4.00","Spayed Female",NULL,"2014-07-18 18:34:00",NULL,NULL,0
"A575920","Dog","Pointer Mix","White/Brown","7.00","Spayed Female",NULL,"2015-09-15 18:46:00",NULL,NULL,0
"A576186","Dog","Chihuahua Shorthair Mix","Tan/White","4.00","Neutered Male",NULL,"2014-06-08 18:15:00",NULL,NULL,0
"A576232","Dog","Labrador Retriever Mix","Black/White","6.00","Spayed Female",NULL,"2017-02-11 15:01:00",NULL,NULL,0
"A576591","Dog","Pit Bull Mix","White/Brown","5.00","Neutered Male","Foster","2016-02-24 09:56:00",NULL,NULL,0
"A576705","Cat","Siamese Mix","Lynx Point","5.00","Neutered Male",NULL,"2015-10-23 15:55:00",NULL,NULL,0
"A577042","Dog","Labrador Retriever/Catahoula","Buff/White","6.00","Spayed Female",NULL,"2013-12-28 13:16:00",NULL,NULL,0
"A577308","Dog","Catahoula Mix","White/Tan","4.00","Spayed Female","Foster","2015-02-11 16:24:00",NULL,NULL,0
"A577312","Dog","Pit Bull Mix","Black Brindle/White","8.00","Neutered Male",NULL,"2016-07-23 14:44:00",NULL,NULL,0
"A577713","Dog","Labrador Retriever/Saluki","Black","6.00","Neutered Male",NULL,"2016-02-25 19:06:00",NULL,NULL,0
"A578068","Cat","Domestic Shorthair Mix","Orange Tabby","6.00","Neutered Male",NULL,"2016-10-05 15:37:00",NULL,NULL,0
"A578135","Dog","German Shepherd Mix","Tricolor","6.00","Spayed Female","Foster","2017-01-18 10:32:00",NULL,NULL,0
"A578168","Dog","Silky Terrier","Gray/Gold","4.00","Neutered Male",NULL,"2014-06-25 17:25:00",NULL,NULL,0
"A578341","Dog","Pekingese Mix","White","6.00","Neutered Male",NULL,"2016-11-28 17:13:00",NULL,NULL,0
"A578543","Dog","Chihuahua Shorthair Mix","Black/Tan","10.00","Neutered Male",NULL,"2017-08-19 16:29:00",NULL,NULL,0
"A578580","Dog","Siberian Husky Mix","Black/White","11.00","Spayed Female",NULL,"2017-08-13 19:23:00",NULL,NULL,0
"A578688","Dog","Chow Chow Mix","Red/White","6.00","Spayed Female",NULL,"2016-04-29 18:06:00",NULL,NULL,0
"A580184","Cat","Domestic Shorthair Mix","Brown Tabby","3.00","Neutered Male",NULL,"2013-11-23 11:26:00",NULL,NULL,0
"A581356","Cat","Domestic Shorthair Mix","Black/White","3.00","Neutered Male",NULL,"2014-03-02 18:15:00","2014-03-14 16:59:00","Owner Surrender",1
"A581393","Dog","Rhod Ridgeback Mix","Brown","6.00","Spayed Female",NULL,"2017-02-21 19:01:00",NULL,NULL,0
"A581522","Cat","Domestic Shorthair Mix","Torbie","7.00","Spayed Female","Foster","2017-12-12 12:16:00",NULL,NULL,0
"A582307","Cat","Domestic Shorthair Mix","Black/White","7.00","Spayed Female",NULL,"2017-11-03 17:13:00",NULL,NULL,0
"A582312","Cat","Domestic Shorthair Mix","Torbie","7.00","Spayed Female",NULL,"2014-11-12 17:55:00",NULL,NULL,0
"A582945","Cat","Domestic Shorthair Mix","Brown Tabby","7.00","Spayed Female",NULL,"2013-12-17 11:51:00",NULL,NULL,0
"A583005","Dog","Miniature Poodle Mix","White","9.00","Neutered Male",NULL,"2017-01-02 15:01:00","2017-01-08 13:20:00","Owner Surrender",1
"A584437","Dog","Labrador Retriever/Standard Poodle","Brown","5.00","Neutered Male",NULL,"2015-11-15 11:48:00","2016-01-27 11:00:00","Stray",1
"A584437","Dog","Labrador Retriever/Standard Poodle","Brown","6.00","Neutered Male","Foster","2016-03-30 11:40:00",NULL,NULL,0
"A584727","Dog","Manchester Terrier Mix","Black/Brown","8.00","Neutered Male",NULL,"2017-10-13 16:21:00",NULL,NULL,0
"A585692","Dog","Labrador Retriever Mix","Black","5.00","Spayed Female",NULL,"2014-12-04 16:38:00",NULL,NULL,0
"A585850","Dog","Pit Bull Mix","White/Tan","8.00","Spayed Female",NULL,"2015-11-13 16:33:00",NULL,NULL,0
"A585930","Cat","Domestic Shorthair Mix","Tortie","9.00","Spayed Female","Foster","2015-06-27 16:42:00",NULL,NULL,0
"A585941","Dog","Staffordshire","Brown Brindle","4.00","Neutered Male",NULL,"2014-03-10 11:44:00",NULL,NULL,0
"A585942","Dog","Rat Terrier Mix","White/Brown","8.00","Neutered Male",NULL,"2014-02-22 17:24:00",NULL,NULL,0
"A586033","Dog","Beagle/Labrador Retriever","White","6.00","Neutered Male",NULL,"2016-02-21 19:17:00","2016-02-25 11:01:00","Owner Surrender",1
"A586033","Dog","Beagle/Labrador Retriever","White","6.00","Neutered Male",NULL,"2016-03-06 17:56:00",NULL,NULL,0
"A586522","Dog","Labrador Retriever Mix","Black/White","3.00","Neutered Male",NULL,"2014-05-18 16:54:00",NULL,NULL,0
"A586717","Dog","Pit Bull Mix","Red/White","5.00","Neutered Male",NULL,"2014-11-23 17:41:00",NULL,NULL,0
"A587006","Dog","Australian Cattle Dog","White/Black","5.00","Neutered Male","Foster","2014-04-22 08:47:00",NULL,NULL,0
"A587278","Dog","German Shepherd Mix","Black/Brown","5.00","Neutered Male",NULL,"2015-09-25 12:35:00",NULL,NULL,0
"A587332","Cat","Siamese Mix","Tortie Point","5.00","Intact Female",NULL,"2015-10-18 14:53:00","2016-02-04 14:15:00","Public Assist",1
"A587510","Dog","Pit Bull Mix","Red/White","6.00","Neutered Male","Foster","2016-04-15 13:31:00",NULL,NULL,0
"A587990","Dog","Dachshund Mix","Black/White","4.00","Neutered Male",NULL,"2014-01-12 18:03:00",NULL,NULL,0
"A588258","Dog","German Shepherd Mix","Black/Tan","8.00","Spayed Female","Foster","2016-01-02 12:34:00",NULL,NULL,0
"A588953","Dog","American Bulldog","Black/White","7.00","Neutered Male",NULL,"2013-12-14 13:39:00",NULL,NULL,0
"A589206","Dog","Bull Terrier Mix","Blue","7.00","Spayed Female",NULL,"2014-10-20 16:04:00","2014-10-25 11:57:00","Owner Surrender",1
"A589224","Cat","Domestic Shorthair Mix","Black","7.00","Neutered Male",NULL,"2014-04-26 15:40:00",NULL,NULL,0
"A589374","Dog","American Bulldog Mix","Black/White","7.00","Neutered Male","Foster","2018-02-07 10:17:00",NULL,NULL,0
"A589649","Dog","Border Collie/Miniature Pinscher","Black/Brown","8.00","Spayed Female",NULL,"2018-03-18 15:11:00",NULL,NULL,0
"A590017","Dog","Pit Bull Mix","Fawn/White","6.00","Spayed Female","Foster","2016-08-20 15:35:00",NULL,NULL,0
"A590144","Dog","Rottweiler","Black/Brown","9.00","Spayed Female","Foster","2016-01-28 08:40:00",NULL,NULL,0
"A590251","Dog","Australian Shepherd Mix","Black/Blue Merle","4.00","Spayed Female","Foster","2013-10-07 18:21:00",NULL,NULL,0
"A590290","Dog","Border Terrier Mix","White/Black","3.00","Neutered Male",NULL,"2014-08-27 12:09:00",NULL,NULL,0
"A590479","Dog","Great Pyrenees/Standard Poodle","White","7.00","Spayed Female",NULL,"2014-07-11 16:01:00","2014-08-12 11:21:00","Owner Surrender",1
